"Publications Database Id","DOI","PMID","ISI ID","Title of Paper","Authors","Industrial Partner Is Co-author?","Publication State","Date Published","Diamond Proposal Number","Publication Type","Title of Journal","Journal Volume","Journal Pages","Title of Conference","Peer Reviewed","Magazine Title","Uses Synchrotron, EM or Offline lab Data?","Data From Diamond?","Beamlines","Additional Facilities If Data From Diamond","Facility If Data Not From Diamond","Subject Areas","Technical Areas","Keywords","Diamond Keywords","Discipline/Technical Tags","ISBN","Book Chapter","Added On"
"1401","10.1107/S1744309110040546",,"DLS:00000A000001401","Crystallization and preliminary diffraction analysis of Wzi, a member of the capsule export and assembly pathway in Escherichia coli","Simon R. Bushell, Hubing Lou, Gregor Wallat, Konstantinos Beis, Chris Whitfield, James Naismith","false","Published (Approved)","12/2010","","Journal Paper","Acta Crystallographica Section F Structural Biology And Crystallization Communications","66 (12)","1621-1625",,"false",,"true","true","I24-Microfocus Macromolecular Crystallography","ID14-4 at ESRF",,"Biology and Bio-materials","","Wzi; polysaccharide capsules; Escherichia coli","Bacteria","Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"02/12/2010"
"1313","10.1107/S0909049510032449","21169684","DLS:000000000001313","The alternating access mechanism of transport as observed in the sodium-hydantoin transporter Mhp1","Simone Weyand, Tatsuro Shimamura, Oliver Beckstein , Mark Sansom, So Iwata, Peter J. F. Henderson, Alexander Cameron","false","Published (Approved)","12/2010","","Journal Paper","Journal Of Synchrotron Radiation","18 (1)","20-23",,"false",,"true","true","NONE-No attached Diamond beamline",,,"Biology and Bio-materials, Technique Development","","Hydantoins; Membrane Transport; Molecular Biology; Molecular Structure",,"Technique Development - Life Sciences & Biotech, Life Sciences & Biotech",,,"11/11/2010"
"1415","10.1016/j.electacta.2010.07.046",,"WOS:000284443400026","X-ray absorption spectroscopy characterization of Zn underpotential deposition on Au(111) from phosphate supporting electrolyte","Jonathan R. I. Lee, Rachel L O'Malley, Timothy J. O'Connell, Antje Vollmer, Trevor Rayment","false","Published (Approved)","12/2010","","Journal Paper","Electrochimica Acta","55 (28)","8532-8538",,"false",,"true","false","",,"ID26 at ESRF","Chemistry","","Underpotential deposition; XAS; Zinc; Phosphate; Au electrode",,"Physical Chemistry, Chemistry",,,"22/12/2010"
"1424","10.1063/1.3517060",,"DLS:00000B000001424","A planar refractive x-ray lens made of nanocrystalline diamond","L. Alianelli, K. J. S. Sawhney, A. Malik, O. J. L. Fox, P. W. May, R. Stevens, I. M. Loader, M. C. Wilson","false","Published (Approved)","12/2010","","Journal Paper","Journal Of Applied Physics","108 (12)","123107",,"false",,"true","true","B16-Test Beamline",,,"Physics","Optics","Diamond; Lenses; Elemental semiconductors; Silicon; X-ray optics",,"Optics, Physics, Diffraction",,,"05/01/2011"
"1571","10.1002/pro.507","20878668","DLS:000001000001571","Stabilization of mutant p53 via alkylation of cysteines and effects on DNA binding","Joel L. Kaar, Nicolas Basse, Andreas C. Joerger, Elaine Stephens, Trevor J. Rutherford, Alan R. Fersht","false","Published (Approved)","12/2010","261","Journal Paper","Protein Science","19 (12)","2267-2278",,"false",,"true","true","I02-Macromolecular Crystallography, I03-Macromolecular Crystallography, I04-Macromolecular Crystallography",,,"Biology and Bio-materials","",,,"Non-Communicable Diseases, Health & Wellbeing, Cancer, Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"29/03/2011"
"1555","10.1074/jbc.M110.164293","20889498","DLS:000001000001555","Structural and biochemical characterization of Mycobacterium tuberculosis CYP142: evidence for multiple cholesterol 27-hydroxylase activities in a human pathogen","Max D. Driscoll, Kirsty J. Mclean, Colin Levy, Nathalia Mast, Irina A Pikuleva, David Leys, Pierre Lafite, Stephen E. J. Rigby, Andrew W. Munro","false","Published (Approved)","12/2010","1224","Journal Paper","Journal Of Biological Chemistry","285 (49)","38270-82",,"false",,"true","true","I02-Macromolecular Crystallography, I03-Macromolecular Crystallography, I04-Macromolecular Crystallography",,,"Biology and Bio-materials, Chemistry","","Cholesterol Metabolism; Crystal Structure; Cytochrome P450; Enzyme Catalysis; Hydroxylase; Azole Drugs; Drug Target; Hemoprotein; Mycobacterium Tuberculosis; Redox Potentiometry","Tuberculosis (TB); Bacteria","Pathogens, Infectious Diseases, Health & Wellbeing, Biochemistry, Chemistry, Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"28/03/2011"
"1383","10.1107/S1744309110039679",,"DLS:000001000001383","Expression, purification, crystallization and initial X-ray diffraction analysis of thiol peroxidase from Yersinia pseudotuberculosis","Mads Gabrielsen, Caroline E. Zetterström, Dai Wang, Katherine  Beckham, Mikael Elofsson, Neil W. Isaacs, Andrew J. Roe","false","Published (Approved)","12/2010","","Journal Paper","Acta Crystallographica Section F Structural Biology And Crystallization Communications","66 (10)","1606-1609",,"false",,"true","true","I02-Macromolecular Crystallography, I03-Macromolecular Crystallography, I04-Macromolecular Crystallography",,,"Biology and Bio-materials","",,"Bacteria","Pathogens, Infectious Diseases, Health & Wellbeing, Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"30/11/2010"
"1384","10.1107/S0108767310044296","21173477","DLS:000000000001384","On the allowed values for the triclinic unit-cell angles","James Foadi, Gwyndaf Evans","false","Published (Approved)","12/2010","","Journal Paper","Acta Crystallographica Section A Foundations Of Crystallography","67 (1)","93-95",,"false",,"false","false","",,,"Biology and Bio-materials","","Triclinic Unit Cells; Unit-Cell Angles; Trihedral Angles; Generalized Sine",,"Life Sciences & Biotech",,,"30/11/2010"
"1420","10.1088/0953-8984/23/2/026002",,"DLS:000000000001420","Resonant x-ray scattering investigation of magnetic ordering in NpAs1 − xSex (x = 0.05, 0.10)","V. H. Rodriguez, J. A. Paixao, M. M. R. Costa, D. Mannix, A. Bombardi, J. Rebizant, G. H. Lander","false","Published (Approved)","12/2010","","Journal Paper","Journal Of Physics: Condensed Matter","23 (2)",,,"false",,"false","false","",,,"Physics, Materials","",,"Ferromagnetism; Antiferromagnetism","Quantum Materials, Physics, Magnetism, Materials Science",,,"22/12/2010"
"1423","10.1021/cm102475n",,"DLS:000009000001423","Stabilization of a complex perovskite superstructure under ambient conditions: influence of cation composition and ordering, and evaluation as an SOFC cathode","A. Demont, M. S. Dyer, R. Sayers, M. F. Thomas, M. Tsiamtsouri, H. N. Niu, G. R. Darling, A. Daoud-Aladine, J. B. Claridge, M. J. Rosseinsky","false","Published (Approved)","12/2010","","Journal Paper","Chemistry Of Materials","22 (24)","65986615",,"false",,"true","true","I11-High Resolution Powder Diffraction",,,"Chemistry, Materials","",,,"Physical Chemistry, Energy Materials, Chemistry, Materials Science, Perovskites, Metallurgy, Diffraction, X-ray Powder Diffraction",,,"22/12/2010"
