"sep=	"
Document type	Open Access	Number	Authors countries	Authors	Title	Journal title	Volume	Pages	Year	Beamline(s)	Facility used	Proposal number	DOI	DOI added	WoS Number
Journal article	OA	ESRF14GI6031	Germany/France (ESRF)	Giertler A., Söker M., Dönges B., Istomin K., Ludwig W., Pietsch U., Fritzen C.P., Christ H.J., Krupp U.	The significance of local plasticity for the crack Initiation process during very high cycle fatigue of high strength steels	Procedia Materials Science	3	1353-1358	2014		ESRF (Grenoble)		10.1016/j.mspro.2014.06.218		WOS:000398274600213
Journal article		ESRF14GR6057	Russia/France (ESRF)/France (not ESRF)	Grigoriev S.V., Potapova N.M., Moskvin E.V., Dyadkin V.A., Dewhurst C., Maleyev S.V.	Hexagonal spin structure of A-phase in MnSi: Densely packed skyrmion quasiparticles or two-dimensionally modulated spin superlattice?	JETP Letters	100	216-221	2014				10.1134/S0021364014150065		WOS:000343708300013
Journal article		ESRF14GR6078	Russia/Germany/France (ESRF)	Grigoriev S.V., Siegfried S.A., Altynbayev E.V., Potapova N.M., Dyadkin V., Moskvin E.V., Menzel D., Heinemann A., Axenov S.N., Fomicheva L.N., Tsvyashchenko A.V.	Flip of spin helix chirality and ferromagnetic state in Fe1−xCoxGe compounds	Physical Review B	90	174414-1-174414-5	2014				10.1103/PhysRevB.90.174414		WOS:000348765800003
Journal article		ESRF14HA6042	France (ESRF)/Germany/Sweden/USA	Hattne J., Echols N., Tran R., Kern J., Gildea R.J., Brewster A.S., Alonso-Mori R., Glöckner C., Hellmich J., Laksmono H., Sierra R.G., Lassalle-Kaiser B., Lampe A., Han G., Gul S., DiFiore D., Milathianaki D., Fry A.R., Miahnahri A., White W.E., Schafer D.W., Seibert M.M., Koglin J.E., Sokaras D., Weng T.C., Sellberg J., Latimer M.J., Glatzel P., Zwart P.H., Grosse-Kunstleve R.W., Bogan M.J., Messerschmidt M., Williams G.J., Boutet S., Messinger J., Zouni A., Yano J., Bergmann U., Yachandra V.K., Adams P.D., Sauter N.K.	Accurate macromolecular structures using minimal measurements from X-ray free-electron lasers	Nature Methods	11	545-548	2014				10.1038/nmeth.2887		WOS:000335873400020
Journal article		ESRF14HE6023	France (not ESRF)/Tunisia/France (ESRF)	Hehlen B., Amouri A., Al-Zein A., Khemakhem H.	Hyper-Raman and Raman scattering from the polar modes of PbMg1/3Nb2/3O3	Journal of Physics Condensed Matter	26	015401-1-015401-6	2014				10.1088/0953-8984/26/1/015401		WOS:000328194600018
Journal article		ESRF14HI6019	France (ESRF)/Denmark/UK/USA/France (not ESRF)	Hill A.H., Jacobsen H., Stewart J.R., Jiao F., Jensen N.P., Holm S.L., Mutka H., Seydel T., Harrison A., Lefmann K.	Magnetic properties of nano-scale hematite, α-Fe2O3, studied by time-of-flight inelastic neutron spectroscopy	Journal of Chemical Physics	140	044709-1-044709-8	2014				10.1063/1.4862235		WOS:000331211700079
Journal article		ESRF14IL6041	France (not ESRF)/The Netherlands/France (ESRF)	Iles G.N., Devred F., Henry P.F., Reinhart G., Hansen T.C.	Neutron diffraction studies for realtime leaching of catalytic Ni	Journal of Chemical Physics	141	034201-1-034201-7	2014				10.1063/1.4887358		WOS:000340711300020
Journal article		ESRF17IZ6052	France (not ESRF)/Germany/France (ESRF)/UK/Russia	Izquierdo M., Karolak M., Trabant C., Holldack K., Föhlisch A., Kummer K., Prabhakaran D., Boothroyd A.T., Spiwek M., Belozerov A., Poteryaev A., Lichtenstein A., Molodtsov S.L.	Laser-induced charge-disproportionated metallic state in LaCoO3	Physical Review B	90	235128-1-235128-11	2014		BESSY (Germany)		10.1103/PhysRevB.90.235128		WOS:000346614800001
Journal article		ESRF17JU6051	Switzerland/France (ESRF)	Jungmann-Smith J.H., Bergamaschi A., Cartier S., Dinapoli R., Greiffenberg D., Johnson I., Maliakal D., Mezza D., Mozzanica A., Ruder C., Schaedler L., Schmitt B., Shi X., Tinti G.	JUNGFRAU 0.2: Prototype characterization of a gain-switching, high dynamic range imaging system for photon science at SwissFEL and synchrotrons	Journal of Instrumentation	9	P12013-1-P12013-13	2014		ESRF (Grenoble)		10.1088/1748-0221/9/12/P12013		WOS:000351342900045
Journal article		ESRF14KA6034	Germany/Russia/France (not ESRF)/France (ESRF)	Kartsovnik M.V., Zverev V.N., Andres D., Biberacher W., Helm T., Grigoriev P.D., Ramazashvili R., Kushch N.D., Müller H.	Magnetic quantum oscillations in the charge-density-wave state of the organic metals α-(BEDT-TTF)2MHg(SCN)4 with M = K and Tl	Low Temperature Physics	40	377-383	2014				10.1063/1.4869592		WOS:000336084400017
Journal article		ESRF14KI6043	France (not ESRF)/Denmark/The Netherlands/Switzerland/France (ESRF)	King A., Reischig P., Adrien J., Peetermans S., Ludwig W.	Polychromatic diffraction contrast tomography	Materials Characterization	97	1-10	2014				10.1016/j.matchar.2014.07.026		WOS:000345108600001
Journal article	OA	ESRF14KO6059	Germany/France (ESRF)/Switzerland	Koenig T., Zuber M., Hamann E., Cecilia A., Ballabriga R., Campbell M., Ruat M., Tlustos L., Fauler A., Fiederle M., Baumbach T.	How spectroscopic x-ray imaging benefits from inter-pixel communication	Physics in Medicine and Biology	59	6195-6213	2014				10.1088/0031-9155/59/20/6195		WOS:000343092300015
Journal article		ESRF14LA6048	Spain/Switzerland/UK/France (ESRF)	Lafuerza S., Subías G., García J., Blasco J., Nisbet G., Conder K., Pomjakushina E.	Determination of the sequence and magnitude of charge order in LuFe2O4 by resonant x-ray scattering	Physical Review B	90	085130-1-085130-10	2014		DIAMOND (Didcot)		10.1103/PhysRevB.90.085130		WOS:000341165700002
Journal article		ESRF14LI6063	France (ESRF)/France (not ESRF)/Germany	Li H.F., Wildes A., Hou B., Zhang C., Schmitz B., Meuffels P., Roth G., Brückel T.	Magnetization, crystal structure and anisotropic thermal expansion of single-crystal SrEr2O4	RSC Advances	4	53602-53607	2014		DIAMOND (Didcot)		10.1039/C4RA06966H		WOS:000344468800027
Journal article		ESRF14LI6082	USA/France (ESRF)/UK	Lin Y.A., Cheetham A.G., Zhang P., Ou Y.C., Li Y., Liu G.F., Hermida-Merino D., Hamley I.W., Cui H.	Multiwalled nanotubes formed by catanionic mixtures of drug amphiphiles	ACS Nano	8	12690-12700	2014				10.1021/nn505688b		WOS:000347138000081
Journal article		ESRF14LY6004	Ukraine/Germany/Poland/France (ESRF)	Lyutyy P., Niehaus O., Pöttgen R., Bragiel P., Piasecki M., Svitlyk V., Fedorchuk A.	Stabilization of an FeSi-type modification of the ternary NiGa0.82Si0.18, NiGa0.84Ge0.16 and NiAl0.46Si0.54 phases	Solid State Sciences	29	6-11	2014				10.1016/j.solidstatesciences.2013.12.015		WOS:000334485500002
Journal article		ESRF14LY6001	Ukraine/Germany/Poland/France (ESRF)	Lyutyy P., Niehaus O., Svitlyk V., Pöttgen R., Porodko I., Fedorchuk A.	Crystal structures and magnetism of DyAlxGa3-x (where x = 0.33 and x = 0.85)	Solid State Sciences	34	63-68	2014				10.1016/j.solidstatesciences.2014.05.004		WOS:000340337200011
Journal article		ESRF14MA6077	France (ESRF)/Spain/Brazil	Martín-Palma R.J., Hernández-Montelongo J., Torres-Costa V., Manso-Silván M., Muñoz-Noval A.	Nanostructured porous silicon-mediated drug delivery	Expert Opinion on Drug Delivery	11	1273-1283	2014				10.1517/17425247.2014.919254		WOS:000340258600010
Journal article		ESRF14MA6071	Russia/France (ESRF)/Sweden/Germany/The Netherlands	Mazurenko V.V., Kvashnin Y.O., Jin F., De Raedt H.A., Lichtenstein A.I., Katsnelson M.I.	First-principles modeling of magnetic excitations in Mn12	Physical Review B	89	214422-1-214422-8	2014				10.1103/PhysRevB.89.214422		WOS:000338282300005
Journal article		ESRF14MI6088	France (ESRF)/France (not ESRF)	Mitchell E., Beaucour J., Capria E., Klünder R., Lafford T., Royer J.C., Ruiz J.S.	The ESRF: A synchrotron in Europe's Silicon Valley	Synchrotron Radiation News	27	15-18	2014				10.1080/08940886.2014.908726		
Article from Conference in a Book		ESRF14MO6036	Italy/Germany/France (ESRF)	Montalenti F., Salvalaglio M., Marzegalli A., Zaumseil P., Capellini G., Schülli T.U., Schubert M.A., Yamamoto Y., Tillack B., Schroeder T.	Si CMOS compatible, compliant integration of lattice-mismatched semiconductors on Si(001): Example of fully coherent Ge/Si nanostructures								10.1109/ISTDM.2014.6874624		
Journal article		ESRF14MO6020	France (not ESRF)/Germany/USA/France (ESRF)	Mory C., Auvray V., Zhang B., Grass M., Schäfer D., Chen S.J., Carroll J.D., Rit S., Peyrin F., Douek P., Boussel L.	Cardiac C-arm computed tomography using a 3D + time ROI reconstruction method with spatial and temporal regularization	Medical Physics	41	021903-1-021903-12	2014				10.1118/1.4860215		WOS:000331213300036
Article from Conference in a Journal		ESRF14MO6067	France (ESRF)/Switzerland	Mozzanica A., Bergamaschi A., Cartier S., Dinapoli R., Greiffenberg D., Johnson I., Jungmann J., Maliakal D., Mezza D., Ruder C., Schaedler L., Schmitt B., Shi X., Tinti G.	Prototype characterization of the JUNGFRAU pixel detector for SwissFEL	Journal of Instrumentation	9	C05010-0-C05010-9	2014				10.1088/1748-0221/9/05/C05010		WOS:000340036100010
Journal article		ESRF14PA6058	Italy/France (ESRF)/Japan	Paris E., Joseph B., Iadecola A., Sugimoto T., Olivi L., Demura S., Mizuguchi Y., Takano Y., Mizokawa T., Saini N.L.	Determination of local atomic displacements in CeO1−xFxBiS2 system	Journal of Physics Condensed Matter	26	435701-1-435701-6	2014		ELETTRA (Triestre)		10.1088/0953-8984/26/43/435701		WOS:000343643600011
Book chapter		ESRF14PA6046	Italy/France (ESRF)	Pascarelli S.	Studies of matter at extreme conditions								10.1007/978-3-642-55315-8_29		
Journal article		ESRF14PO6053	Belgium/China/France (ESRF)/France (not ESRF)/Germany/Japan/UK/USA/Canada	Postberg F., Hillier J.K., Armes S.P., Bugiel S., Butterworth A., Dupin D., Fielding L.A., Fujii S., Gainsforth Z., Grün E., Li Y.W., Srama R., Sterken V., Stodolna J., Trieloff M., Westphal A., Achilles C., Allen C., Ansari A., Bajt S., Bassim N., Bastien R.K., Bechtel H.A., Borg J., Brenker F., Bridges J., Brownlee D.E., Burchell M., Burghammer M., Changela H., Cloetens P., Davis A., Doll R., Floss C., Flynn G., Frank D., Heck P.R., Hoppe P., Huss G., Huth J., Kearsley A., King A.J., Lai B., Leitner J., Lemelle L., Leonard A., Leroux H., Lettieri R., Marchant W., Nittler L.R., Ogliore R., Ong W.J., Price M.C., Sandford S.A., Tresseras J.A.S., Schmitz S., Schoonjans T., Schreiber K., Silversmit G., Simionovici A., Solé V.A., Stadermann F., Stephan T., Stroud R.M., Sutton S., Tsou P., Tsuchiyama A., Tyliczszak T., Vekemans B., Vincze L., Zevin D., Zolensky M.E.	Stardust Interstellar Preliminary Examination IX: High-speed interstellar dust analog capture in Stardust flight-spare aerogel	Meteoritics & Planetary Science	49	1666-1679	2014		NSLS (Brookhaven)		10.1111/maps.12173		WOS:000342912100009
Journal article	OA	ESRF14RA6038	France (ESRF)	Rack A., Weitkamp T.	Materials tomography is coming of age	International Journal of Materials Research	105	618-619	2014		ESRF (Grenoble)		10.3139/146.014071		WOS:000339328300001
Journal article		ESRF14SA6086	France (ESRF)/France (not ESRF)/Germany/UK/USA	Sancey L., Lux F., Kotb S., Roux S., Dufort S., Bianchi A., Crémillieux Y., Fries P., Coll J.L., Rodriguez-Lafrasse C., Janier M., Dutreix M., Barberi-Heyob M., Boschetti F., Denat F., Louis C., Porcel E., Lacombe S., Le Duc G., Deutsch E., Perfettini J.L., Detappe A., Verry C., Berbeco R., Butterworth K.T., McMahon S.J., Prise K.M., Perriat P., Tillement O.	The use of theranostic gadolinium-based nanoprobes to improve radiotherapy efficacy	British Journal of Radiology	87	20140134-1-20140134-15	2014				10.1259/bjr.20140134		WOS:000341309700016
Journal article		ESRF14SC6054	Germany/France (ESRF)	Schmitt C., Rack A., Betz O.	Analyses of the mouthpart kinematics in Periplaneta americana (Blattodea, Blattidae) using synchrotron-based X-ray cineradiography	Journal of Experimental Biology	217	3095-3107	2014		ANKA (Karlsruhe)		10.1242/jeb.092742		WOS:000342505700022
Journal article		ESRF14SI6018	India/Germany/France (ESRF)/France (not ESRF)	Singh S., Muthu S.E., Senyshyn A., Rajput P., Suard E., Arumugam S., Barman S.R.	Inverse magnetocaloric effect in Mn2NiGa and Mn1.75Ni1.25Ga magnetic shape memory alloys	Applied Physics Letters	104	051905-1-051905-4	2014				10.1063/1.4863742		WOS:000331644100044
Journal article		ESRF14SO6017	Algeria/France (not ESRF)/France (ESRF)	Souici A., Wong K.L., De Waele V., Marignier J.L., Metzger T.H., Keghouche N., Mintova S., Mostafavi M.	Capturing the formation of sub-nanometer sized CdS clusters in LTL zeolite	Journal of Physical Chemistry C	118	6324-6334	2014				10.1021/jp500185m		WOS:000333578300039
Journal article		ESRF14ST6087	France (ESRF)	Stone L.	It all started with diamonds	Quest	10	28-32	2014						
Journal article		ESRF14ST6055	France (ESRF)/France (not ESRF)/Germany/UK/USA/Belgium/Japan/Canada	Stroud R.M., Allen C., Ansari A., Anderson D., Bajt S., Bassim N., Bastien R.S., Bechtel H.A., Borg J., Brenker F.E., Bridges J., Brownlee D.E., Burchell M., Burghammer M., Butterworth A.L., Changela H., Cloetens P., Davis A.M., Doll R., Floss C., Flynn G., Frank D.R., Gainsforth Z., Grün E., Heck P.R., Hillier J.K., Hoppe P., Huth J., Hvide B., Kearsley A., King A.J., Kotula P., Lai B., Leitner J., Lemelle L., Leroux H., Leonard A., Lettieri R., Marchant W., Nittler L.R., Ogliore R., Ong W.J., Postberg F., Price M.C., Sandford S.A., Tresseras J.A.S., Schmitz S., Schoonjans T., Schreiber K., Silversmit G., Simionovici A.S., Solé V.A., Srama R., Stephan T., Sterken V.J., Stodolna J., Sutton S., Trieloff M., Tsou P., Tsuchiyama A., Tyliszczak T., Vekemans B., Vincze L., Westphal A.J., Von Korff J., Zevin D., Zolensky M.E.	Stardust Interstellar Preliminary Examination XI: Identification and elemental analysis of impact craters on Al foils from the Stardust Interstellar Dust Collector	Meteoritics & Planetary Science	49	1698-1719	2014				10.1111/maps.12136		WOS:000342912100011
Journal article		ESRF14TS6028	Greece/France (ESRF)	Tsiantos C., Tsampodimou M., Kacandes G.H., Sánchez del Río M., Gionis V., Chryssikos G.D.	Comment to the paper: Identification of indigoid compounds present in archaeological Maya blue by pyrolysis-silylation-gas chromatography–mass spectrometry (M.T. Doménech-Carbó, L. Osete-Cortina, A. Doménech-Carbó, M.L. Vázquez de Agredos-Pascual and C. Vidal-Lorenzo, J. Anal. Appl. Pyrol. 105 (2014) 355–362)	Journal of Analytical and Applied Pyrolysis	108	327-328	2014				10.1016/j.jaap.2014.04.004		WOS:000339598900039
Journal article		ESRF14WA6027	Germany/France (ESRF)	Walter C., Kummer K., Vyalikh D., Brüser V., Weltmann K.D.	Iron–polypyrrole catalysts for the oxygen reduction in proton exchange membrane fuel cells produced with a dual plasma process using varying magnetron powers and process gases	Plasma Chemistry and Plasma Processing	34	785-799	2014		BESSY (Germany)		10.1007/s11090-014-9526-4		WOS:000338318400007
Journal article		ESRF14WE6061	France (ESRF)/Germany/Belgium	Weinhausen B., Saldanha O., Wilke R.N., Dammann C., Priebe M., Burghammer M., Sprung M., Köster S.	Scanning X-Ray nanodiffraction on living eukaryotic cells in microfluidic environments	Physical Review Letters	112	088102-1-088102-5	2014		PETRA III		10.1103/PhysRevLett.112.088102		WOS:000331957600012
Journal article		ESRF14WE6049	USA/Italy/France (not ESRF)/Canada/Singapore/UK/France (ESRF)/Germany/Belgium/Japan	Westphal A.J., Anderson D., Butterworth A.L., Frank D.R., Lettieri R., Marchant W., Von Korff J., Zevin D., Ardizzone A., Campanile A., Capraro M., Courtney K., Criswell III M.N., Crumpler D., Cwik R., Gray F.J., Hudson B., Imada G., Karr J., Wah L.L.W., Mazzucato M., Motta P.G., Rigamonti C., Spencer R.C., Woodrough S.B., Santoni I.C., Sperry G., Terry J., Wordsworth N., Yahnke Sr. T., Allen C., Ansari A., Bajt S., Bastien R.K., Bassim N., Bechtel H.A., Borg J., Brenker F.E., Bridges J., Brownlee D.E., Burchell M., Burghammer M., Changela H., Cloetens P., Davis A.M., Doll R., Floss C., Flynn G., Gainsforth Z., Grün E., Heck P.R., Hillier J.K., Hoppe P., Huth J., Hvide B., Kearsley A., King A.J., Lai B., Leitner J., Lemelle L., Leroux H., Leonard A., Nittler L.R., Ogliore R., Ong W.J., Postberg F., Price M.C., Sandford S.A., Sans Tresserras J.A., Schmitz S., Schoonjans T., Silversmit G., Simionovici A.S., Solé V.A., Srama R., Stephan T., Sterken V.J., Stodolna J., Stroud R.M., Sutton S., Trieloff M., Tsou P., Tsuchiyama A., Tyliszczak T., Vekemans B., Vincze L., Zolensky M.E.	Stardust Interstellar Preliminary Examination I: Identification of tracks in aerogel	Meteoritics & Planetary Science	49	1509-1521	2014		NSLS (Brookhaven)		10.1111/maps.12168		WOS:000342912100001
Journal article		ESRF14WE6056	USA/Germany/France (not ESRF)/UK/France (ESRF)/Canada/Belgium/Japan	Westphal A.J., Bechtel H.A., Brenker F.E., Butterworth A.L., Flynn G., Frank D.R., Gainsforth Z., Hillier J.K., Postberg F., Simionovici A.S., Sterken V.J., Stroud R.M., Allen C., Anderson D., Ansari A., Bajt S., Bastien R.K., Bassim N., Borg J., Bridges J., Brownlee D.E., Burchell M., Burghammer M., Changela H., Cloetens P., Davis A.M., Doll R., Floss C., Grün E., Heck P.R., Hoppe P., Hudson B., Huth J., Hvide B., Kearsley A., King A.J., Lai B., Leitner J., Lemelle L., Leroux H., Leonard A., Lettieri R., Marchant W., Nittler L.R., Ogliore R., Ong W.J., Price M.C., Sandford S.A., Tresseras J.A.S., Schmitz S., Schoonjans T., Silversmit G., Solé V.A., Srama R., Stadermann F., Stephan T., Stodolna J., Sutton S., Trieloff M., Tsou P., Tsuchiyama A., Tyliszczak T., Vekemans B., Vincze L., Von Korff J., Wordsworth N., Zevin D., Zolensky M.E.	Final reports of the Stardust Interstellar Preliminary Examination	Meteoritics & Planetary Science	49	1720-1733	2014				10.1111/maps.12221		WOS:000342912100012
Journal article		ESRF14WI6039	Germany/France (ESRF)	Wirjadi O., Rack A., Liebscher A., Meinhardt J., Schladitz K., Shafei B., Steidl G.	Microstructural analysis of a C/SiC ceramic based on the segmentation of X-ray phase contrast tomographic data	International Journal of Materials Research	105	702-708	2014		BESSY (Germany)		10.3139/146.111071		WOS:000339328300012
Journal article		ESRF14ZH6090	Spain/France (ESRF)	Zhai F., Pineda E., Ruta B., Gonzalez-Silveira M., Crespo D.	Aging and structural relaxation of hyper-quenched Mg65Cu25Y10 metallic glass	Journal of Alloys and Compounds	615	S9-S12	2014				10.1016/j.jallcom.2013.11.120		WOS:000343613600003
Journal article		ESRF13AL6022	France (ESRF)/France (not ESRF)/USA/Italy	Alesini D., Drago A., Gallo A., Guiducci S., Milardi C., Stella A., Zobov M., De Santis S., Demma T., Raimondi P.	DAΦNE operation with electron-cloud-clearing electrodes	Physical Review Letters	110	124801-1-124801-6	2013				10.1103/PhysRevLett.110.124801		WOS:000316411100011
Journal article		ESRF13BA6012	Portugal/France (ESRF)/France (not ESRF)/Australia	Barbosa Pereira P.J., Royant A., Panjikar S., De Sanctis D.	In-house UV radiation-damage-induced phasing of selenomethionine-labeled protein structures	Journal of Structural Biology	181	89-94	2013				10.1016/j.jsb.2012.11.003		WOS:000314627600001
Journal article		ESRF13BA6023	USA/France (ESRF)	Barnett A.K., Cox M.N., Crow L., Diawara Y., Funk L.L., Hayward J.P., Menhard K., Sedov V.N.	A high count rate neutron beam monitor for neutron scattering facilities	IEEE Transactions on Nuclear Science	60	668-670	2013				10.1109/TNS.2012.2225111		WOS:000320856500032
